seq,partition,offset,kafka_ts_ms,t_call_ms
132,0,132,1790196075018,1790196075018.878
133,0,133,1790196075018,1790196075018.878
134,0,134,1790196075018,1790196075018.878
135,0,135,1790196075018,1790196075018.878
136,0,136,1790196075018,1790196075018.878
137,0,137,1790196075018,1790196075018.878
138,0,138,1790196075018,1790196075018.878
139,0,139,1790196075018,1790196075018.878
140,0,140,1790196075018,1790196075018.878
141,0,141,1790196075019,1790196075019.878
142,0,142,1790196075019,1790196075019.878
143,0,143,1790196075019,1790196075019.878
144,0,144,1790196075019,1790196075019.878
145,0,145,1790196075019,1790196075019.878
146,0,146,1790196075019,1790196075019.878
147,0,147,1790196075019,1790196075019.878
148,0,148,1790196075019,1790196075019.878
149,0,149,1790196075019,1790196075019.878
150,0,150,1790196075019,1790196075019.878
151,0,151,1790196075019,1790196075019.878
152,0,152,1790196075019,1790196075019.878
153,0,153,1790196075019,1790196075019.878
154,0,154,1790196075019,1790196075019.878
155,0,155,1790196075019,1790196075019.878
156,0,156,1790196075020,1790196075019.878
157,0,157,1790196075020,1790196075020.878
158,0,158,1790196075020,1790196075020.878
159,0,159,1790196075020,1790196075020.878
160,0,160,1790196075020,1790196075020.878
161,0,161,1790196075020,1790196075020.878
162,0,162,1790196075020,1790196075020.878
163,0,163,1790196075020,1790196075020.878
164,0,164,1790196075020,1790196075020.878
165,0,165,1790196075020,1790196075020.878
166,0,166,1790196075020,1790196075020.878
167,0,167,1790196075020,1790196075020.878
168,0,168,1790196075020,1790196075020.878
169,0,169,1790196075020,1790196075020.878
170,0,170,1790196075020,1790196075020.878
171,0,171,1790196075020,1790196075020.878
172,0,172,1790196075021,1790196075021.878
173,0,173,1790196075021,1790196075021.878
174,0,174,1790196075021,1790196075021.878
175,0,175,1790196075021,1790196075021.878
176,0,176,1790196075021,1790196075021.878
177,0,177,1790196075021,1790196075021.878
178,0,178,1790196075021,1790196075021.878
179,0,179,1790196075021,1790196075021.878
180,0,180,1790196075021,1790196075021.878
181,0,181,1790196075021,1790196075021.878
182,0,182,1790196075021,1790196075021.878
183,0,183,1790196075021,1790196075021.878
184,0,184,1790196075021,1790196075021.878
185,0,185,1790196075021,1790196075021.878
186,0,186,1790196075021,1790196075021.878
187,0,187,1790196075021,1790196075021.878
188,0,188,1790196075023,1790196075022.878
189,0,189,1790196075023,1790196075023.447
190,0,190,1790196075023,1790196075023.447
191,0,191,1790196075023,1790196075023.447
192,0,192,1790196075023,1790196075023.447
193,0,193,1790196075023,1790196075023.447
194,0,194,1790196075023,1790196075023.447
195,0,195,1790196075023,1790196075023.447
196,0,196,1790196075023,1790196075023.447
197,0,197,1790196075023,1790196075023.447
198,0,198,1790196075023,1790196075023.447
199,0,199,1790196075024,1790196075023.447
